

=== Predictions on test data ===

inst#     actual  predicted error prediction
1767     1:spam     1:spam       0.923
1768     1:spam     1:spam       0.923
1769     1:spam     1:spam       0.923
1770     1:spam     1:spam       0.923
1771     1:spam     1:spam       0.923
1772     1:spam     1:spam       0.923
1773     1:spam     1:spam       0.923
1774      2:ham      2:ham       0.99
1775     1:spam     1:spam       0.923
1776     1:spam     1:spam       0.923
1777     1:spam     1:spam       0.923
1778     1:spam     1:spam       0.923
1779     1:spam     1:spam       0.923
1780     1:spam     1:spam       0.923
1781     1:spam     1:spam       0.923
1782     1:spam     1:spam       0.923
1783     1:spam     1:spam       0.923
1784     1:spam     1:spam       0.923
1785     1:spam     1:spam       0.923
1786     1:spam     1:spam       0.923
1787     1:spam     1:spam       0.923
1788     1:spam     1:spam       0.923
1789     1:spam     1:spam       0.923
1790     1:spam     1:spam       0.923
1791     1:spam     1:spam       0.923
1792     1:spam     1:spam       0.923
1793     1:spam     1:spam       0.923
1794     1:spam     1:spam       0.923
1795     1:spam     1:spam       0.923
1796     1:spam     1:spam       0.923
1797      2:ham     1:spam   +   0.649
1798      2:ham      2:ham       0.897
1799     1:spam     1:spam       0.923
1800      2:ham      2:ham       0.995
1801      2:ham      2:ham       0.942
1802     1:spam     1:spam       0.923
1803     1:spam     1:spam       0.923
1804     1:spam     1:spam       0.923
1805     1:spam     1:spam       0.923
1806     1:spam     1:spam       0.923
1807     1:spam     1:spam       0.923
1808     1:spam     1:spam       0.923
1809     1:spam     1:spam       0.923
1810     1:spam     1:spam       0.923
1811     1:spam     1:spam       0.923
1812      2:ham      2:ham       0.897
1813     1:spam     1:spam       0.923
1814     1:spam     1:spam       0.923
1815     1:spam     1:spam       0.923
1816      2:ham      2:ham       0.642
1817      2:ham      2:ham       0.915
1818      2:ham     1:spam   +   0.923
1819      2:ham      2:ham       0.799
1820     1:spam     1:spam       0.923
1821     1:spam     1:spam       0.923
1822     1:spam     1:spam       0.923
1823     1:spam     1:spam       0.923
1824     1:spam     1:spam       0.923
1825     1:spam     1:spam       0.923
1826     1:spam     1:spam       0.923
1827      2:ham      2:ham       0.942
1828     1:spam     1:spam       0.923
1829      2:ham      2:ham       0.897
1830     1:spam     1:spam       0.923
1831     1:spam     1:spam       0.923
1832      2:ham      2:ham       0.897
1833      2:ham      2:ham       0.99
1834     1:spam     1:spam       0.923
1835     1:spam      2:ham   +   0.962
1836      2:ham     1:spam   +   0.552
1837     1:spam     1:spam       0.923
1838     1:spam     1:spam       0.923
1839     1:spam     1:spam       0.923
1840      2:ham      2:ham       0.99
1841     1:spam     1:spam       0.923
1842     1:spam     1:spam       0.923
1843      2:ham      2:ham       0.915
1844      2:ham      2:ham       0.915
1845     1:spam     1:spam       0.923
1846     1:spam     1:spam       0.923
1847      2:ham      2:ham       0.994
1848      2:ham      2:ham       0.799
1849      2:ham      2:ham       0.799
1850      2:ham      2:ham       0.987
1851     1:spam     1:spam       0.923
1852     1:spam     1:spam       0.923
1853      2:ham      2:ham       0.999
1854      2:ham      2:ham       0.857
1855     1:spam     1:spam       0.923
1856      2:ham      2:ham       0.941
1857      2:ham     1:spam   +   0.649
1858      2:ham      2:ham       0.871
1859      2:ham      2:ham       0.915
1860      2:ham      2:ham       0.977
1861      2:ham      2:ham       0.857
1862      2:ham      2:ham       0.871
1863     1:spam     1:spam       0.923
1864     1:spam     1:spam       0.923
1865     1:spam     1:spam       0.923
1866      2:ham      2:ham       0.83
1867     1:spam     1:spam       0.923
1868      2:ham      2:ham       0.799
1869      2:ham      2:ham       0.977
1870     1:spam     1:spam       0.923
1871      2:ham      2:ham       0.977
1872     1:spam     1:spam       0.923
1873     1:spam     1:spam       0.923
1874     1:spam     1:spam       0.923
1875     1:spam     1:spam       0.923
1876      2:ham     1:spam   +   0.923
1877     1:spam     1:spam       0.923
1878      2:ham      2:ham       0.799
1879      2:ham     1:spam   +   0.616
1880     1:spam     1:spam       0.923
1881     1:spam     1:spam       0.923
1882     1:spam     1:spam       0.923
1883     1:spam     1:spam       0.923
1884     1:spam     1:spam       0.923
1885     1:spam     1:spam       0.923
1886     1:spam     1:spam       0.923
1887      2:ham      2:ham       0.799
1888     1:spam     1:spam       0.923
1889     1:spam     1:spam       0.923
1890     1:spam     1:spam       0.923
1891     1:spam     1:spam       0.923
1892     1:spam     1:spam       0.923
1893     1:spam     1:spam       0.923
1894      2:ham     1:spam   +   0.923
1895      2:ham      2:ham       0.999
1896     1:spam     1:spam       0.923
1897      2:ham      2:ham       0.808
1898     1:spam     1:spam       0.923
1899      2:ham      2:ham       0.857
1900     1:spam     1:spam       0.923
1901     1:spam     1:spam       0.923
1902      2:ham     1:spam   +   0.552
1903     1:spam     1:spam       0.923
1904     1:spam     1:spam       0.923
1905      2:ham     1:spam   +   0.923
1906     1:spam     1:spam       0.923
1907     1:spam     1:spam       0.923
1908     1:spam     1:spam       0.923
1909     1:spam     1:spam       0.923
1910      2:ham      2:ham       0.915
1911     1:spam     1:spam       0.923
1912     1:spam     1:spam       0.923
1913     1:spam     1:spam       0.923
1914     1:spam     1:spam       0.923
1915     1:spam     1:spam       0.923
1916     1:spam     1:spam       0.923
1917     1:spam     1:spam       0.923
1918     1:spam     1:spam       0.923
1919     1:spam     1:spam       0.923
1920     1:spam     1:spam       0.923
1921     1:spam     1:spam       0.649
1922     1:spam     1:spam       0.923
1923     1:spam     1:spam       0.923
1924     1:spam     1:spam       0.923
1925     1:spam     1:spam       0.923
1926     1:spam     1:spam       0.923
1927     1:spam     1:spam       0.923
1928     1:spam     1:spam       0.923
1929      2:ham      2:ham       0.799
1930     1:spam     1:spam       0.923
1931     1:spam     1:spam       0.923
1932     1:spam     1:spam       0.923
1933     1:spam     1:spam       0.923
1934     1:spam     1:spam       0.923
1935      2:ham      2:ham       0.99
1936      2:ham      2:ham       0.99
1937     1:spam     1:spam       0.923
1938     1:spam     1:spam       0.923
1939     1:spam     1:spam       0.923
1940     1:spam     1:spam       0.923
1941     1:spam     1:spam       0.923
1942     1:spam     1:spam       0.666
1943      2:ham      2:ham       0.915
1944     1:spam     1:spam       0.923
1945     1:spam     1:spam       0.923
1946     1:spam     1:spam       0.923
1947     1:spam     1:spam       0.923
1948     1:spam     1:spam       0.923
1949     1:spam     1:spam       0.923
1950     1:spam     1:spam       0.923
1951     1:spam     1:spam       0.923
1952     1:spam     1:spam       0.923
1953      2:ham      2:ham       0.945
1954      2:ham      2:ham       0.975
1955     1:spam     1:spam       0.923
1956      2:ham      2:ham       0.99
1957     1:spam     1:spam       0.923
1958     1:spam     1:spam       0.923
1959      2:ham      2:ham       0.99
1960     1:spam     1:spam       0.923
1961     1:spam     1:spam       0.923
1962     1:spam     1:spam       0.923
1963     1:spam     1:spam       0.923
1964     1:spam     1:spam       0.923
1965     1:spam     1:spam       0.923
1966     1:spam     1:spam       0.923
1967      2:ham      2:ham       0.857
1968      2:ham      2:ham       0.799
1969     1:spam     1:spam       0.709
1970     1:spam     1:spam       0.923
1971     1:spam     1:spam       0.923
1972     1:spam     1:spam       0.923
1973     1:spam     1:spam       0.923
1974     1:spam     1:spam       0.923
1975      2:ham      2:ham       0.995
1976     1:spam     1:spam       0.923
1977      2:ham      2:ham       0.995
1978     1:spam     1:spam       0.923
1979      2:ham      2:ham       0.99
1980      2:ham     1:spam   +   0.923
1981      2:ham      2:ham       0.99
1982     1:spam     1:spam       0.923
1983     1:spam     1:spam       0.923
1984     1:spam     1:spam       0.923
1985     1:spam     1:spam       0.923
1986      2:ham      2:ham       0.99
1987      2:ham      2:ham       0.915
1988      2:ham      2:ham       0.915
1989      2:ham      2:ham       0.99
1990     1:spam     1:spam       0.923
1991     1:spam     1:spam       0.923
1992     1:spam     1:spam       0.923
1993      2:ham      2:ham       0.991
1994     1:spam     1:spam       0.923
1995     1:spam     1:spam       0.923
1996     1:spam     1:spam       0.666
1997     1:spam     1:spam       0.923
1998      2:ham      2:ham       0.945
1999     1:spam     1:spam       0.923
2000     1:spam     1:spam       0.666
2001     1:spam     1:spam       0.923
2002     1:spam     1:spam       0.666
2003     1:spam     1:spam       0.923
2004      2:ham      2:ham       0.945
2005     1:spam     1:spam       0.923
2006     1:spam     1:spam       0.923
2007     1:spam     1:spam       0.923
2008     1:spam     1:spam       0.923
2009      2:ham     1:spam   +   0.923
2010     1:spam     1:spam       0.666
2011     1:spam     1:spam       0.923
2012      2:ham      2:ham       0.994
2013     1:spam     1:spam       0.923
2014      2:ham      2:ham       0.726
2015     1:spam     1:spam       0.923
2016     1:spam     1:spam       0.923
2017      2:ham     1:spam   +   0.71
2018     1:spam     1:spam       0.923
2019      2:ham      2:ham       0.999
2020      2:ham      2:ham       0.999
2021      2:ham      2:ham       0.999
2022      2:ham      2:ham       0.994
2023      2:ham      2:ham       0.994
2024      2:ham      2:ham       0.994
2025      2:ham      2:ham       1
2026      2:ham     1:spam   +   0.573
2027      2:ham      2:ham       0.642
2028     1:spam     1:spam       0.923
2029     1:spam     1:spam       0.923
2030     1:spam     1:spam       0.923
2031     1:spam     1:spam       0.923
2032     1:spam     1:spam       0.923
2033     1:spam     1:spam       0.923
2034      2:ham      2:ham       0.999
2035      2:ham      2:ham       0.975
2036     1:spam     1:spam       0.923
2037      2:ham      2:ham       0.975
2038      2:ham      2:ham       0.975
2039     1:spam     1:spam       0.923
2040     1:spam     1:spam       0.923
2041      2:ham      2:ham       0.942
2042      2:ham      2:ham       0.975
2043     1:spam     1:spam       0.923
2044      2:ham      2:ham       0.962
2045      2:ham      2:ham       0.999
2046     1:spam     1:spam       0.666
2047     1:spam     1:spam       0.923
2048     1:spam     1:spam       0.923
2049     1:spam     1:spam       0.923
2050     1:spam     1:spam       0.923
2051     1:spam     1:spam       0.923
2052      2:ham      2:ham       0.945
2053     1:spam     1:spam       0.923
2054     1:spam     1:spam       0.666
2055      2:ham      2:ham       0.83
2056     1:spam     1:spam       0.923
2057      2:ham      2:ham       0.994
2058     1:spam     1:spam       0.923
2059     1:spam     1:spam       0.923
2060     1:spam     1:spam       0.923
2061      2:ham      2:ham       0.897
2062     1:spam     1:spam       0.923
2063     1:spam     1:spam       0.923
2064     1:spam     1:spam       0.923
2065     1:spam     1:spam       0.923
2066      2:ham     1:spam   +   0.573
2067     1:spam     1:spam       0.923
2068     1:spam     1:spam       0.923
2069      2:ham      2:ham       0.897
2070     1:spam     1:spam       0.923
2071     1:spam     1:spam       0.923
2072     1:spam     1:spam       0.923
2073      2:ham     1:spam   +   0.923
2074      2:ham      2:ham       1
2075     1:spam     1:spam       0.923
2076     1:spam     1:spam       0.923
2077     1:spam     1:spam       0.923
2078     1:spam     1:spam       0.923
2079     1:spam     1:spam       0.923
2080     1:spam     1:spam       0.923
2081     1:spam     1:spam       0.923
2082     1:spam     1:spam       0.923
2083     1:spam     1:spam       0.923
2084     1:spam     1:spam       0.923
2085      2:ham      2:ham       0.994
2086     1:spam     1:spam       0.923
2087     1:spam     1:spam       0.923
2088     1:spam     1:spam       0.923
2089     1:spam     1:spam       0.923
2090     1:spam     1:spam       0.923
2091      2:ham     1:spam   +   0.71
2092     1:spam     1:spam       0.923
2093     1:spam     1:spam       0.923
2094     1:spam     1:spam       0.923
2095     1:spam     1:spam       0.923
2096     1:spam     1:spam       0.923
2097     1:spam     1:spam       0.923
2098     1:spam     1:spam       0.923
2099     1:spam     1:spam       0.923
2100      2:ham      2:ham       0.994
2101      2:ham      2:ham       0.986
2102     1:spam     1:spam       0.923
2103     1:spam     1:spam       0.923
2104     1:spam     1:spam       0.923
2105     1:spam     1:spam       0.923
2106     1:spam     1:spam       0.923
2107     1:spam     1:spam       0.923
2108     1:spam     1:spam       0.923
2109     1:spam     1:spam       0.666
2110     1:spam     1:spam       0.923
2111     1:spam     1:spam       0.923
2112      2:ham      2:ham       0.808
2113      2:ham      2:ham       0.915
2114     1:spam     1:spam       0.923
2115     1:spam     1:spam       0.923
2116     1:spam     1:spam       0.923
2117      2:ham      2:ham       0.995
2118     1:spam     1:spam       0.552
2119     1:spam     1:spam       0.923
2120     1:spam     1:spam       0.923
2121     1:spam     1:spam       0.923
2122     1:spam     1:spam       0.923
2123     1:spam      2:ham   +   0.962
2124     1:spam      2:ham   +   0.799
2125     1:spam     1:spam       0.923
2126     1:spam     1:spam       0.923
2127     1:spam     1:spam       0.923
2128     1:spam     1:spam       0.923
2129     1:spam     1:spam       0.923
2130     1:spam     1:spam       0.923
2131     1:spam     1:spam       0.923
2132     1:spam     1:spam       0.923
2133     1:spam     1:spam       0.923
2134     1:spam     1:spam       0.923
2135     1:spam     1:spam       0.923
2136     1:spam     1:spam       0.923
2137     1:spam     1:spam       0.923
2138     1:spam     1:spam       0.923
2139     1:spam     1:spam       0.923
2140     1:spam     1:spam       0.923
2141     1:spam     1:spam       0.923
2142     1:spam     1:spam       0.923
2143     1:spam     1:spam       0.923
2144     1:spam     1:spam       0.923
2145     1:spam     1:spam       0.923
2146     1:spam     1:spam       0.923
2147     1:spam     1:spam       0.923
2148     1:spam     1:spam       0.923
2149     1:spam     1:spam       0.923
2150      2:ham      2:ham       0.83
2151     1:spam     1:spam       0.923
2152     1:spam     1:spam       0.923
2153     1:spam     1:spam       0.923
2154     1:spam     1:spam       0.923
2155     1:spam     1:spam       0.923
2156     1:spam     1:spam       0.709
2157     1:spam     1:spam       0.923
2158     1:spam     1:spam       0.923
2159      2:ham      2:ham       0.915
2160     1:spam     1:spam       0.923
2161     1:spam     1:spam       0.923
2162     1:spam     1:spam       0.923
2163     1:spam     1:spam       0.923
2164     1:spam     1:spam       0.923
2165     1:spam     1:spam       0.923
2166     1:spam     1:spam       0.923
2167      2:ham      2:ham       0.93
2168     1:spam     1:spam       0.923
2169      2:ham      2:ham       0.898
2170      2:ham      2:ham       0.828
2171     1:spam     1:spam       0.923
2172     1:spam     1:spam       0.923
2173     1:spam      2:ham   +   0.962
2174     1:spam     1:spam       0.923
2175      2:ham      2:ham       0.99
2176      2:ham      2:ham       0.99
2177      2:ham      2:ham       0.962
2178      2:ham      2:ham       0.962
2179     1:spam     1:spam       0.923
2180      2:ham     1:spam   +   0.923
2181     1:spam     1:spam       0.923
2182     1:spam     1:spam       0.923
2183     1:spam     1:spam       0.923
2184     1:spam     1:spam       0.923
2185     1:spam     1:spam       0.923
2186     1:spam     1:spam       0.923
2187     1:spam     1:spam       0.923
2188     1:spam     1:spam       0.923
2189     1:spam     1:spam       0.923
2190     1:spam     1:spam       0.923
2191     1:spam     1:spam       0.923
2192     1:spam     1:spam       0.923
2193     1:spam     1:spam       0.923
2194     1:spam     1:spam       0.923
2195     1:spam     1:spam       0.923
2196     1:spam     1:spam       0.923
2197      2:ham     1:spam   +   0.923
2198     1:spam     1:spam       0.923
2199      2:ham      2:ham       0.99
2200     1:spam     1:spam       0.923
2201     1:spam     1:spam       0.923
2202     1:spam     1:spam       0.923
2203     1:spam     1:spam       0.923
2204     1:spam     1:spam       0.923
2205     1:spam     1:spam       0.923
2206     1:spam     1:spam       0.923
2207     1:spam      2:ham   +   0.84
2208     1:spam     1:spam       0.923
2209     1:spam     1:spam       0.923
2210     1:spam     1:spam       0.923
2211     1:spam     1:spam       0.923
2212     1:spam     1:spam       0.923
2213     1:spam     1:spam       0.923
2214     1:spam     1:spam       0.923
2215     1:spam     1:spam       0.923
2216     1:spam     1:spam       0.923
2217     1:spam     1:spam       0.923
2218     1:spam     1:spam       0.923
2219     1:spam     1:spam       0.923
2220     1:spam     1:spam       0.923
2221     1:spam     1:spam       0.666
2222      2:ham      2:ham       0.945
2223     1:spam     1:spam       0.923
2224     1:spam     1:spam       0.923
2225      2:ham      2:ham       0.898
2226     1:spam     1:spam       0.923
2227     1:spam     1:spam       0.923
2228     1:spam     1:spam       0.923
2229     1:spam     1:spam       0.923
2230     1:spam     1:spam       0.923
2231     1:spam     1:spam       0.923
2232     1:spam     1:spam       0.923
2233     1:spam     1:spam       0.923
2234     1:spam     1:spam       0.552
2235     1:spam     1:spam       0.923
2236     1:spam     1:spam       0.552
2237      2:ham      2:ham       0.99
2238     1:spam     1:spam       0.923
2239     1:spam     1:spam       0.923
2240     1:spam     1:spam       0.923
2241     1:spam     1:spam       0.923
2242     1:spam     1:spam       0.923
2243     1:spam     1:spam       0.923
2244     1:spam     1:spam       0.923
2245     1:spam     1:spam       0.923
2246     1:spam     1:spam       0.923
2247     1:spam     1:spam       0.923
2248      2:ham      2:ham       0.945
2249      2:ham      2:ham       0.994
2250     1:spam     1:spam       0.923
2251     1:spam     1:spam       0.552
2252     1:spam     1:spam       0.923
2253      2:ham      2:ham       0.942
2254     1:spam     1:spam       0.923
2255      2:ham      2:ham       0.994
2256     1:spam     1:spam       0.923
2257     1:spam     1:spam       0.923
2258      2:ham      2:ham       0.999
2259     1:spam     1:spam       0.923
2260     1:spam     1:spam       0.923
2261     1:spam     1:spam       0.923
2262      2:ham      2:ham       0.945
2263     1:spam     1:spam       0.923
2264     1:spam     1:spam       0.923
2265     1:spam     1:spam       0.923
2266     1:spam     1:spam       0.923
2267     1:spam     1:spam       0.923
2268     1:spam     1:spam       0.923
2269     1:spam     1:spam       0.923
2270     1:spam     1:spam       0.923
2271     1:spam     1:spam       0.923
2272     1:spam     1:spam       0.923
2273     1:spam     1:spam       0.923
2274     1:spam     1:spam       0.923
2275     1:spam     1:spam       0.923
2276     1:spam     1:spam       0.923
2277      2:ham     1:spam   +   0.568
2278     1:spam     1:spam       0.923
2279     1:spam     1:spam       0.923
2280     1:spam     1:spam       0.923
2281     1:spam     1:spam       0.923
2282     1:spam     1:spam       0.923
2283     1:spam     1:spam       0.923
2284     1:spam     1:spam       0.923
2285     1:spam     1:spam       0.923
2286     1:spam     1:spam       0.923
2287     1:spam     1:spam       0.923
2288     1:spam      2:ham   +   0.642
2289     1:spam     1:spam       0.923
2290      2:ham      2:ham       0.726
2291      2:ham      2:ham       0.897
2292     1:spam     1:spam       0.923
2293      2:ham     1:spam   +   0.552
2294     1:spam     1:spam       0.923
2295     1:spam     1:spam       0.923
2296     1:spam     1:spam       0.552
2297     1:spam     1:spam       0.923
2298     1:spam     1:spam       0.923
2299     1:spam     1:spam       0.923
2300     1:spam     1:spam       0.923
2301     1:spam     1:spam       0.923
2302     1:spam     1:spam       0.923
2303     1:spam     1:spam       0.923
2304      2:ham      2:ham       0.996
2305     1:spam     1:spam       0.923
2306     1:spam     1:spam       0.923
2307     1:spam     1:spam       0.923
2308     1:spam     1:spam       0.923
2309     1:spam     1:spam       0.923
2310     1:spam     1:spam       0.923
2311     1:spam     1:spam       0.923
2312     1:spam     1:spam       0.923
2313     1:spam     1:spam       0.923
2314     1:spam     1:spam       0.923
2315     1:spam     1:spam       0.923
2316     1:spam     1:spam       0.923
2317     1:spam     1:spam       0.923
2318     1:spam     1:spam       0.923
2319     1:spam     1:spam       0.923
2320     1:spam     1:spam       0.923
2321     1:spam     1:spam       0.923
2322     1:spam     1:spam       0.923
2323     1:spam     1:spam       0.923
2324     1:spam     1:spam       0.923
2325     1:spam     1:spam       0.923
2326     1:spam     1:spam       0.923
2327     1:spam     1:spam       0.923
2328      2:ham     1:spam   +   0.923
2329     1:spam     1:spam       0.923
2330     1:spam     1:spam       0.923
2331     1:spam     1:spam       0.923
2332     1:spam     1:spam       0.923
2333     1:spam     1:spam       0.923
2334     1:spam     1:spam       0.923
2335     1:spam     1:spam       0.923
2336     1:spam     1:spam       0.923
2337      2:ham      2:ham       0.915
2338     1:spam     1:spam       0.923
2339     1:spam     1:spam       0.923
2340      2:ham      2:ham       0.942
2341     1:spam     1:spam       0.923
2342     1:spam     1:spam       0.923
2343     1:spam     1:spam       0.923
2344      2:ham      2:ham       0.915
2345     1:spam     1:spam       0.923
2346     1:spam     1:spam       0.568
2347     1:spam     1:spam       0.568
2348     1:spam     1:spam       0.923
2349     1:spam     1:spam       0.923
2350     1:spam     1:spam       0.923
2351      2:ham     1:spam   +   0.923
2352      2:ham      2:ham       0.915
2353     1:spam     1:spam       0.923
2354     1:spam     1:spam       0.923
2355     1:spam     1:spam       0.923
2356     1:spam     1:spam       0.923
2357     1:spam     1:spam       0.923
2358     1:spam     1:spam       0.923
2359     1:spam     1:spam       0.923
2360      2:ham      2:ham       1
2361     1:spam     1:spam       0.923
2362     1:spam     1:spam       0.923
2363     1:spam     1:spam       0.923
2364     1:spam     1:spam       0.923
2365      2:ham      2:ham       0.977
2366     1:spam      2:ham   +   0.96
2367     1:spam     1:spam       0.923
2368     1:spam     1:spam       0.568
2369      2:ham      2:ham       0.915
2370     1:spam     1:spam       0.568
2371     1:spam     1:spam       0.923
2372     1:spam     1:spam       0.923
2373      2:ham      2:ham       0.799
2374      2:ham      2:ham       0.799
2375     1:spam     1:spam       0.923
2376     1:spam     1:spam       0.923
2377     1:spam     1:spam       0.923
2378     1:spam     1:spam       0.666
2379      2:ham      2:ham       0.994
2380     1:spam      2:ham   +   0.642
2381     1:spam     1:spam       0.923
2382      2:ham      2:ham       0.915
2383      2:ham      2:ham       0.999
2384     1:spam     1:spam       0.923
2385     1:spam     1:spam       0.923
2386     1:spam     1:spam       0.923
2387     1:spam     1:spam       0.923
2388     1:spam     1:spam       0.923
2389     1:spam     1:spam       0.923
2390     1:spam     1:spam       0.923
2391     1:spam     1:spam       0.923
2392     1:spam     1:spam       0.923
2393     1:spam     1:spam       0.923
2394     1:spam      2:ham   +   0.801
2395     1:spam     1:spam       0.923
2396     1:spam     1:spam       0.923
2397     1:spam     1:spam       0.923
2398     1:spam     1:spam       0.923
2399      2:ham      2:ham       0.915
2400     1:spam     1:spam       0.923
2401     1:spam     1:spam       0.709
2402     1:spam     1:spam       0.666
2403     1:spam     1:spam       0.923
2404     1:spam     1:spam       0.923
2405     1:spam     1:spam       0.923
2406     1:spam     1:spam       0.923
2407     1:spam     1:spam       0.923
2408     1:spam     1:spam       0.923
2409      2:ham      2:ham       0.808
2410     1:spam     1:spam       0.923
2411     1:spam     1:spam       0.923
2412     1:spam     1:spam       0.923
2413     1:spam     1:spam       0.923
2414     1:spam     1:spam       0.923
2415     1:spam     1:spam       0.923
2416     1:spam     1:spam       0.923
2417     1:spam     1:spam       0.552
2418     1:spam     1:spam       0.923
2419      2:ham      2:ham       0.99
2420     1:spam     1:spam       0.923
2421     1:spam     1:spam       0.923
2422     1:spam     1:spam       0.923
2423     1:spam     1:spam       0.923
2424     1:spam     1:spam       0.923
2425     1:spam     1:spam       0.923
2426     1:spam     1:spam       0.923
2427     1:spam     1:spam       0.923
2428     1:spam     1:spam       0.923
2429      2:ham      2:ham       0.999
2430     1:spam      2:ham   +   0.801
2431     1:spam     1:spam       0.923
2432      2:ham      2:ham       0.915
2433     1:spam     1:spam       0.923
2434     1:spam     1:spam       0.923
2435     1:spam     1:spam       0.923
2436     1:spam     1:spam       0.923
2437     1:spam      2:ham   +   0.801
2438     1:spam     1:spam       0.923
2439     1:spam     1:spam       0.923
2440     1:spam     1:spam       0.923
2441     1:spam     1:spam       0.923
2442     1:spam     1:spam       0.923
2443     1:spam     1:spam       0.923
2444     1:spam     1:spam       0.923
2445      2:ham     1:spam   +   0.568
2446     1:spam     1:spam       0.923
2447     1:spam     1:spam       0.923
2448     1:spam     1:spam       0.923
2449     1:spam     1:spam       0.923
2450     1:spam     1:spam       0.923
2451     1:spam     1:spam       0.923
2452     1:spam     1:spam       0.923
2453     1:spam     1:spam       0.923
2454      2:ham      2:ham       0.915
2455     1:spam     1:spam       0.923
2456     1:spam     1:spam       0.923
2457     1:spam     1:spam       0.923
2458     1:spam     1:spam       0.923
2459     1:spam     1:spam       0.923
2460      2:ham      2:ham       0.99
2461     1:spam     1:spam       0.923
2462     1:spam     1:spam       0.923
2463     1:spam     1:spam       0.923
2464     1:spam     1:spam       0.923
2465     1:spam     1:spam       0.923
2466     1:spam     1:spam       0.923
2467     1:spam     1:spam       0.923
2468      2:ham      2:ham       0.915
2469     1:spam     1:spam       0.923
2470     1:spam     1:spam       0.923
2471     1:spam     1:spam       0.923
2472     1:spam     1:spam       0.923
2473     1:spam     1:spam       0.923
2474     1:spam     1:spam       0.923
2475     1:spam     1:spam       0.923
2476     1:spam     1:spam       0.923
2477     1:spam     1:spam       0.923
2478     1:spam     1:spam       0.923
2479     1:spam     1:spam       0.923
2480     1:spam     1:spam       0.923
2481     1:spam     1:spam       0.923
2482     1:spam     1:spam       0.923
2483     1:spam     1:spam       0.923
2484     1:spam     1:spam       0.923
2485     1:spam     1:spam       0.923
2486     1:spam     1:spam       0.923
2487     1:spam     1:spam       0.923
2488     1:spam     1:spam       0.923
2489     1:spam     1:spam       0.923
2490     1:spam     1:spam       0.923
2491     1:spam     1:spam       0.923
2492     1:spam     1:spam       0.923
2493     1:spam     1:spam       0.923
2494     1:spam     1:spam       0.923
2495     1:spam     1:spam       0.923
2496     1:spam     1:spam       0.923
2497     1:spam     1:spam       0.923
2498     1:spam     1:spam       0.923
2499     1:spam     1:spam       0.923
2500     1:spam     1:spam       0.923
2501      2:ham     1:spam   +   0.709
2502     1:spam     1:spam       0.923
2503     1:spam     1:spam       0.923
2504     1:spam     1:spam       0.923
2505     1:spam     1:spam       0.923
2506     1:spam     1:spam       0.923
2507      2:ham     1:spam   +   0.552
2508     1:spam     1:spam       0.923
2509     1:spam     1:spam       0.923
2510     1:spam     1:spam       0.923
2511     1:spam     1:spam       0.923
2512     1:spam     1:spam       0.552
2513     1:spam     1:spam       0.923
2514      2:ham      2:ham       0.857
2515     1:spam     1:spam       0.923
2516     1:spam     1:spam       0.923
2517     1:spam     1:spam       0.923
2518     1:spam     1:spam       0.923
2519     1:spam     1:spam       0.923
2520     1:spam     1:spam       0.923
2521      2:ham      2:ham       0.808
2522      2:ham     1:spam   +   0.568
2523     1:spam     1:spam       0.923
2524     1:spam     1:spam       0.923
2525     1:spam     1:spam       0.923
2526     1:spam     1:spam       0.923
2527      2:ham      2:ham       0.808
2528     1:spam     1:spam       0.923
2529     1:spam     1:spam       0.923
2530      2:ham     1:spam   +   0.573
2531     1:spam     1:spam       0.923
2532     1:spam     1:spam       0.923
2533     1:spam     1:spam       0.923
2534     1:spam     1:spam       0.666
2535     1:spam     1:spam       0.923
2536     1:spam     1:spam       0.923
2537      2:ham      2:ham       0.808
2538      2:ham      2:ham       0.857
2539      2:ham      2:ham       0.857
2540      2:ham      2:ham       0.857
2541      2:ham      2:ham       0.857
2542      2:ham      2:ham       0.942
2543     1:spam     1:spam       0.923
2544     1:spam     1:spam       0.923
2545     1:spam     1:spam       0.923
2546     1:spam     1:spam       0.923
2547      2:ham      2:ham       0.998
2548     1:spam     1:spam       0.923
2549     1:spam     1:spam       0.923
2550     1:spam     1:spam       0.709
2551     1:spam     1:spam       0.923
2552      2:ham      2:ham       0.857
2553      2:ham      2:ham       0.808
2554     1:spam     1:spam       0.923
2555     1:spam     1:spam       0.923
2556     1:spam     1:spam       0.923
2557     1:spam     1:spam       0.923
2558      2:ham      2:ham       0.726
2559     1:spam     1:spam       0.568
2560     1:spam     1:spam       0.923
2561     1:spam     1:spam       0.923
2562     1:spam     1:spam       0.923
2563     1:spam     1:spam       0.923
2564     1:spam     1:spam       0.923
2565     1:spam     1:spam       0.923
2566      2:ham     1:spam   +   0.923
2567     1:spam     1:spam       0.923
2568     1:spam     1:spam       0.923
2569     1:spam     1:spam       0.923
2570     1:spam     1:spam       0.923
2571     1:spam     1:spam       0.923
2572     1:spam     1:spam       0.923
2573     1:spam     1:spam       0.923
2574     1:spam     1:spam       0.923
2575     1:spam     1:spam       0.923
2576      2:ham      2:ham       0.915
2577     1:spam     1:spam       0.923
2578      2:ham      2:ham       0.942
2579     1:spam     1:spam       0.923
2580     1:spam     1:spam       0.923
2581     1:spam     1:spam       0.552
2582      2:ham      2:ham       0.99
2583     1:spam     1:spam       0.923
