Using LogiBoost.


=== Predictions on test data ===

inst#     actual  predicted error prediction
1918     1:spam     1:spam       0.926
1919     1:spam     1:spam       0.926
1920     1:spam     1:spam       0.926
1921     1:spam     1:spam       0.658
1922     1:spam     1:spam       0.926
1923     1:spam     1:spam       0.926
1924     1:spam     1:spam       0.926
1925     1:spam     1:spam       0.926
1926     1:spam     1:spam       0.926
1927     1:spam     1:spam       0.926
1928     1:spam     1:spam       0.926
1929      2:ham      2:ham       0.768
1930     1:spam     1:spam       0.926
1931     1:spam     1:spam       0.926
1932     1:spam     1:spam       0.926
1933     1:spam     1:spam       0.926
1934     1:spam     1:spam       0.926
1935      2:ham      2:ham       0.989
1936      2:ham      2:ham       0.989
1937     1:spam     1:spam       0.926
1938     1:spam     1:spam       0.926
1939     1:spam     1:spam       0.926
1940     1:spam     1:spam       0.926
1941     1:spam     1:spam       0.926
1942     1:spam     1:spam       0.677
1943      2:ham      2:ham       0.911
1944     1:spam     1:spam       0.926
1945     1:spam     1:spam       0.926
1946     1:spam     1:spam       0.926
1947     1:spam     1:spam       0.926
1948     1:spam     1:spam       0.926
1949     1:spam     1:spam       0.926
1950     1:spam     1:spam       0.926
1951     1:spam     1:spam       0.926
1952     1:spam     1:spam       0.926
1953      2:ham      2:ham       0.943
1954      2:ham      2:ham       0.968
1955     1:spam     1:spam       0.926
1956      2:ham      2:ham       0.989
1957     1:spam     1:spam       0.926
1958     1:spam     1:spam       0.926
1959      2:ham      2:ham       0.989
1960     1:spam     1:spam       0.926
1961     1:spam     1:spam       0.926
1962     1:spam     1:spam       0.926
1963     1:spam     1:spam       0.926
1964     1:spam     1:spam       0.926
1965     1:spam     1:spam       0.926
1966     1:spam     1:spam       0.926
1967      2:ham     1:spam   +   0.564
1968      2:ham      2:ham       0.824
1969     1:spam     1:spam       0.926
1970     1:spam     1:spam       0.926
1971     1:spam     1:spam       0.926
1972     1:spam     1:spam       0.926
1973     1:spam     1:spam       0.926
1974     1:spam     1:spam       0.926
1975      2:ham      2:ham       0.968
1976     1:spam     1:spam       0.926
1977      2:ham      2:ham       0.956
1978     1:spam     1:spam       0.926
1979      2:ham      2:ham       0.989
1980      2:ham     1:spam   +   0.926
1981      2:ham      2:ham       0.989
1982     1:spam     1:spam       0.926
1983     1:spam     1:spam       0.926
1984     1:spam     1:spam       0.926
1985     1:spam     1:spam       0.926
1986      2:ham      2:ham       0.989
1987      2:ham      2:ham       0.911
1988      2:ham      2:ham       0.911
1989      2:ham      2:ham       0.989
1990     1:spam     1:spam       0.926
1991     1:spam     1:spam       0.926
1992     1:spam     1:spam       0.926
1993      2:ham      2:ham       0.99
1994     1:spam     1:spam       0.926
1995     1:spam     1:spam       0.926
1996     1:spam     1:spam       0.677
1997     1:spam     1:spam       0.926
1998      2:ham      2:ham       0.943
1999     1:spam     1:spam       0.926
2000     1:spam     1:spam       0.677
2001     1:spam     1:spam       0.926
2002     1:spam     1:spam       0.677
2003     1:spam     1:spam       0.926
2004      2:ham      2:ham       0.943
2005     1:spam     1:spam       0.926
2006     1:spam     1:spam       0.926
2007     1:spam     1:spam       0.926
2008     1:spam     1:spam       0.926
2009      2:ham     1:spam   +   0.926
2010     1:spam     1:spam       0.677
2011     1:spam     1:spam       0.926
2012      2:ham      2:ham       0.993
2013     1:spam     1:spam       0.926
2014      2:ham      2:ham       0.691
2015     1:spam     1:spam       0.926
2016     1:spam     1:spam       0.926
2017      2:ham     1:spam   +   0.706
2018     1:spam     1:spam       0.926
2019      2:ham      2:ham       0.999
2020      2:ham      2:ham       0.999
2021      2:ham      2:ham       0.999
2022      2:ham      2:ham       0.993
2023      2:ham      2:ham       0.993
2024      2:ham      2:ham       0.993
2025      2:ham      2:ham       1
2026      2:ham     1:spam   +   0.591
2027      2:ham      2:ham       0.88
2028     1:spam     1:spam       0.926
2029     1:spam     1:spam       0.926
2030     1:spam     1:spam       0.926
2031     1:spam     1:spam       0.926
2032     1:spam     1:spam       0.926
2033     1:spam     1:spam       0.926
2034      2:ham      2:ham       0.999
2035      2:ham      2:ham       0.968
2036     1:spam     1:spam       0.926
2037      2:ham      2:ham       0.968
2038      2:ham      2:ham       0.968
2039     1:spam     1:spam       0.926
2040     1:spam     1:spam       0.926
2041      2:ham      2:ham       0.939
2042      2:ham      2:ham       0.968
2043     1:spam     1:spam       0.926
2044      2:ham      2:ham       0.834
2045      2:ham      2:ham       0.999
2046     1:spam     1:spam       0.677
2047     1:spam     1:spam       0.926
2048     1:spam     1:spam       0.926
2049     1:spam     1:spam       0.926
2050     1:spam     1:spam       0.926
2051     1:spam     1:spam       0.926
2052      2:ham      2:ham       0.943
2053     1:spam     1:spam       0.926
2054     1:spam     1:spam       0.677
2055      2:ham      2:ham       0.961
2056     1:spam     1:spam       0.926
2057      2:ham      2:ham       0.993
2058     1:spam     1:spam       0.926
2059     1:spam     1:spam       0.926
2060     1:spam     1:spam       0.926
2061      2:ham      2:ham       0.899
2062     1:spam     1:spam       0.926
2063     1:spam     1:spam       0.926
2064     1:spam     1:spam       0.926
2065     1:spam     1:spam       0.926
2066      2:ham     1:spam   +   0.591
2067     1:spam     1:spam       0.926
2068     1:spam     1:spam       0.926
2069      2:ham      2:ham       0.899
2070     1:spam     1:spam       0.926
2071     1:spam     1:spam       0.926
2072     1:spam     1:spam       0.926
2073      2:ham     1:spam   +   0.926
2074      2:ham      2:ham       1
2075     1:spam     1:spam       0.926
2076     1:spam     1:spam       0.926
2077     1:spam     1:spam       0.926
2078     1:spam     1:spam       0.926
2079     1:spam     1:spam       0.926
2080     1:spam     1:spam       0.926
2081     1:spam     1:spam       0.926
2082     1:spam     1:spam       0.926
2083     1:spam     1:spam       0.926
2084     1:spam     1:spam       0.926
2085      2:ham      2:ham       0.993
2086     1:spam     1:spam       0.926
2087     1:spam     1:spam       0.926
2088     1:spam     1:spam       0.926
2089     1:spam     1:spam       0.926
2090     1:spam     1:spam       0.926
2091      2:ham     1:spam   +   0.706
2092     1:spam     1:spam       0.926
2093     1:spam     1:spam       0.926
2094     1:spam     1:spam       0.926
2095     1:spam     1:spam       0.926
2096     1:spam     1:spam       0.926
2097     1:spam     1:spam       0.926
2098     1:spam     1:spam       0.926
2099     1:spam     1:spam       0.926
2100      2:ham      2:ham       0.993
2101      2:ham      2:ham       0.985
2102     1:spam     1:spam       0.926
2103     1:spam     1:spam       0.926
2104     1:spam     1:spam       0.926
2105     1:spam     1:spam       0.926
2106     1:spam     1:spam       0.674
2107     1:spam     1:spam       0.926
2108     1:spam     1:spam       0.926
2109     1:spam     1:spam       0.677
2110     1:spam     1:spam       0.926
2111     1:spam     1:spam       0.926
2112      2:ham      2:ham       0.815
2113      2:ham      2:ham       0.911
2114     1:spam     1:spam       0.926
2115     1:spam     1:spam       0.926
2116     1:spam     1:spam       0.926
2117      2:ham      2:ham       0.968
2118     1:spam      2:ham   +   0.953
2119     1:spam     1:spam       0.926
2120     1:spam     1:spam       0.926
2121     1:spam     1:spam       0.926
2122     1:spam     1:spam       0.926
2123     1:spam      2:ham   +   0.834
2124     1:spam      2:ham   +   0.768
2125     1:spam     1:spam       0.926
2126     1:spam     1:spam       0.926
2127     1:spam     1:spam       0.926
2128     1:spam     1:spam       0.926
2129     1:spam     1:spam       0.926
2130     1:spam     1:spam       0.926
2131     1:spam     1:spam       0.926
2132     1:spam     1:spam       0.926
2133     1:spam     1:spam       0.926
2134     1:spam     1:spam       0.926
2135     1:spam     1:spam       0.926
2136     1:spam     1:spam       0.926
2137     1:spam     1:spam       0.926
2138     1:spam     1:spam       0.926
2139     1:spam     1:spam       0.926
2140     1:spam     1:spam       0.926
2141     1:spam     1:spam       0.926
2142     1:spam     1:spam       0.926
2143     1:spam     1:spam       0.926
2144     1:spam     1:spam       0.926
2145     1:spam     1:spam       0.926
2146     1:spam     1:spam       0.926
2147     1:spam     1:spam       0.926
2148     1:spam     1:spam       0.926
2149     1:spam     1:spam       0.926
2150      2:ham      2:ham       0.976
2151     1:spam     1:spam       0.926
2152     1:spam     1:spam       0.926
2153     1:spam     1:spam       0.926
2154     1:spam     1:spam       0.926
2155     1:spam     1:spam       0.926
2156     1:spam     1:spam       0.926
2157     1:spam     1:spam       0.926
2158     1:spam     1:spam       0.926
2159      2:ham      2:ham       0.911
2160     1:spam     1:spam       0.926
2161     1:spam     1:spam       0.926
2162     1:spam     1:spam       0.926
2163     1:spam     1:spam       0.926
2164     1:spam     1:spam       0.926
2165     1:spam     1:spam       0.926
2166     1:spam     1:spam       0.926
2167      2:ham      2:ham       0.978
2168     1:spam     1:spam       0.926
2169      2:ham      2:ham       0.88
2170      2:ham      2:ham       0.818
2171     1:spam     1:spam       0.926
2172     1:spam     1:spam       0.745
2173     1:spam      2:ham   +   0.834
2174     1:spam     1:spam       0.926
2175      2:ham      2:ham       0.989
2176      2:ham      2:ham       0.997
2177      2:ham      2:ham       0.968
2178      2:ham      2:ham       0.968
2179     1:spam     1:spam       0.926
2180      2:ham     1:spam   +   0.926
2181     1:spam     1:spam       0.926
2182     1:spam     1:spam       0.926
2183     1:spam     1:spam       0.926
2184     1:spam     1:spam       0.926
2185     1:spam     1:spam       0.926
2186     1:spam     1:spam       0.926
2187     1:spam     1:spam       0.926
2188     1:spam     1:spam       0.926
2189     1:spam     1:spam       0.926
2190     1:spam     1:spam       0.926
2191     1:spam     1:spam       0.926
2192     1:spam     1:spam       0.926
2193     1:spam     1:spam       0.926
2194     1:spam     1:spam       0.926
2195     1:spam     1:spam       0.926
2196     1:spam     1:spam       0.926
2197      2:ham     1:spam   +   0.926
2198     1:spam     1:spam       0.926
2199      2:ham      2:ham       0.989
2200     1:spam     1:spam       0.926
2201     1:spam     1:spam       0.926
2202     1:spam     1:spam       0.926
2203     1:spam     1:spam       0.926
2204     1:spam     1:spam       0.926
2205     1:spam     1:spam       0.926
2206     1:spam     1:spam       0.926
2207     1:spam      2:ham   +   0.956
2208     1:spam     1:spam       0.926
2209     1:spam     1:spam       0.926
2210     1:spam     1:spam       0.926
2211     1:spam     1:spam       0.926
2212     1:spam     1:spam       0.926
2213     1:spam     1:spam       0.926
2214     1:spam     1:spam       0.926
2215     1:spam     1:spam       0.926
2216     1:spam     1:spam       0.926
2217     1:spam     1:spam       0.926
2218     1:spam     1:spam       0.926
2219     1:spam     1:spam       0.926
2220     1:spam     1:spam       0.926
2221     1:spam     1:spam       0.677
2222      2:ham      2:ham       0.943
2223     1:spam     1:spam       0.926
2224     1:spam     1:spam       0.926
2225      2:ham      2:ham       0.88
2226     1:spam     1:spam       0.926
2227     1:spam     1:spam       0.926
2228     1:spam     1:spam       0.926
2229     1:spam     1:spam       0.926
2230     1:spam     1:spam       0.926
2231     1:spam     1:spam       0.926
2232     1:spam     1:spam       0.926
2233     1:spam     1:spam       0.926
2234     1:spam     1:spam       0.564
2235     1:spam     1:spam       0.926
2236     1:spam     1:spam       0.564
2237      2:ham      2:ham       0.989
2238     1:spam     1:spam       0.926
2239     1:spam     1:spam       0.926
2240     1:spam     1:spam       0.926
2241     1:spam     1:spam       0.926
2242     1:spam     1:spam       0.926
2243     1:spam     1:spam       0.926
2244     1:spam     1:spam       0.926
2245     1:spam     1:spam       0.926
2246     1:spam     1:spam       0.926
2247     1:spam     1:spam       0.926
2248      2:ham      2:ham       0.943
2249      2:ham      2:ham       0.993
2250     1:spam     1:spam       0.926
2251     1:spam     1:spam       0.564
2252     1:spam     1:spam       0.926
2253      2:ham      2:ham       0.939
2254     1:spam     1:spam       0.926
2255      2:ham      2:ham       0.993
2256     1:spam     1:spam       0.926
2257     1:spam     1:spam       0.926
2258      2:ham      2:ham       0.999
2259     1:spam     1:spam       0.926
2260     1:spam     1:spam       0.926
2261     1:spam     1:spam       0.926
2262      2:ham      2:ham       0.943
2263     1:spam     1:spam       0.926
2264     1:spam     1:spam       0.926
2265     1:spam     1:spam       0.926
2266     1:spam     1:spam       0.926
2267     1:spam     1:spam       0.926
2268     1:spam     1:spam       0.926
2269     1:spam     1:spam       0.926
2270     1:spam     1:spam       0.926
2271     1:spam     1:spam       0.926
2272     1:spam     1:spam       0.926
2273     1:spam     1:spam       0.926
2274     1:spam     1:spam       0.926
2275     1:spam     1:spam       0.926
2276     1:spam     1:spam       0.926
2277      2:ham     1:spam   +   0.58
2278     1:spam     1:spam       0.926
2279     1:spam     1:spam       0.926
2280     1:spam     1:spam       0.926
2281     1:spam     1:spam       0.926
2282     1:spam     1:spam       0.926
2283     1:spam     1:spam       0.926
2284     1:spam     1:spam       0.926
2285     1:spam     1:spam       0.926
2286     1:spam     1:spam       0.926
2287     1:spam     1:spam       0.926
2288     1:spam      2:ham   +   0.631
2289     1:spam     1:spam       0.926
2290      2:ham      2:ham       0.691
2291      2:ham      2:ham       0.899
2292     1:spam     1:spam       0.926
2293      2:ham      2:ham       0.768
2294     1:spam     1:spam       0.926
2295     1:spam     1:spam       0.926
2296     1:spam     1:spam       0.564
2297     1:spam     1:spam       0.926
2298     1:spam     1:spam       0.926
2299     1:spam     1:spam       0.926
2300     1:spam     1:spam       0.926
2301     1:spam     1:spam       0.926
2302     1:spam     1:spam       0.926
2303     1:spam     1:spam       0.926
2304      2:ham      2:ham       0.999
2305     1:spam     1:spam       0.926
2306     1:spam     1:spam       0.926
2307     1:spam     1:spam       0.926
2308     1:spam     1:spam       0.926
2309     1:spam     1:spam       0.926
2310     1:spam     1:spam       0.926
2311     1:spam     1:spam       0.926
2312     1:spam     1:spam       0.926
2313     1:spam     1:spam       0.926
2314     1:spam     1:spam       0.926
2315     1:spam     1:spam       0.926
2316     1:spam     1:spam       0.926
2317     1:spam     1:spam       0.926
2318     1:spam     1:spam       0.926
2319     1:spam     1:spam       0.926
2320     1:spam     1:spam       0.926
2321     1:spam     1:spam       0.926
2322     1:spam     1:spam       0.926
2323     1:spam     1:spam       0.926
2324     1:spam     1:spam       0.926
2325     1:spam     1:spam       0.926
2326     1:spam     1:spam       0.926
2327     1:spam     1:spam       0.926
2328      2:ham     1:spam   +   0.926
2329     1:spam     1:spam       0.926
2330     1:spam     1:spam       0.926
2331     1:spam     1:spam       0.926
2332     1:spam     1:spam       0.926
2333     1:spam     1:spam       0.926
2334     1:spam     1:spam       0.926
2335     1:spam     1:spam       0.926
2336     1:spam     1:spam       0.926
2337      2:ham      2:ham       0.911
2338     1:spam     1:spam       0.926
2339     1:spam     1:spam       0.926
2340      2:ham      2:ham       0.939
2341     1:spam     1:spam       0.926
2342     1:spam     1:spam       0.926
2343     1:spam     1:spam       0.926
2344      2:ham      2:ham       0.911
2345     1:spam     1:spam       0.926
2346     1:spam     1:spam       0.58
2347     1:spam     1:spam       0.58
2348     1:spam     1:spam       0.926
2349     1:spam     1:spam       0.674
2350     1:spam     1:spam       0.926
2351      2:ham     1:spam   +   0.926
2352      2:ham      2:ham       0.911
2353     1:spam     1:spam       0.926
2354     1:spam     1:spam       0.926
2355     1:spam     1:spam       0.926
2356     1:spam     1:spam       0.926
2357     1:spam     1:spam       0.926
2358     1:spam     1:spam       0.926
2359     1:spam     1:spam       0.926
2360      2:ham      2:ham       1
2361     1:spam     1:spam       0.926
2362     1:spam     1:spam       0.926
2363     1:spam     1:spam       0.926
2364     1:spam     1:spam       0.926
2365      2:ham      2:ham       0.976
2366     1:spam      2:ham   +   0.93
2367     1:spam     1:spam       0.926
2368     1:spam     1:spam       0.58
2369      2:ham      2:ham       0.911
2370     1:spam     1:spam       0.58
2371     1:spam     1:spam       0.926
2372     1:spam     1:spam       0.926
2373      2:ham      2:ham       0.824
2374      2:ham      2:ham       0.824
2375     1:spam     1:spam       0.926
2376     1:spam     1:spam       0.926
2377     1:spam     1:spam       0.926
2378     1:spam     1:spam       0.677
2379      2:ham      2:ham       0.993
2380     1:spam      2:ham   +   0.631
2381     1:spam     1:spam       0.926
2382      2:ham      2:ham       0.911
2383      2:ham      2:ham       0.999
2384     1:spam     1:spam       0.926
2385     1:spam     1:spam       0.926
2386     1:spam     1:spam       0.926
2387     1:spam     1:spam       0.926
2388     1:spam     1:spam       0.926
2389     1:spam     1:spam       0.926
2390     1:spam     1:spam       0.926
2391     1:spam     1:spam       0.926
2392     1:spam     1:spam       0.926
2393     1:spam     1:spam       0.926
2394     1:spam      2:ham   +   0.691
2395     1:spam     1:spam       0.926
2396     1:spam     1:spam       0.926
2397     1:spam     1:spam       0.926
2398     1:spam     1:spam       0.926
2399      2:ham      2:ham       0.911
2400     1:spam     1:spam       0.926
2401     1:spam     1:spam       0.745
2402     1:spam     1:spam       0.677
2403     1:spam     1:spam       0.926
2404     1:spam     1:spam       0.926
2405     1:spam     1:spam       0.926
2406     1:spam     1:spam       0.926
2407     1:spam     1:spam       0.926
2408     1:spam     1:spam       0.926
2409      2:ham      2:ham       0.815
2410     1:spam     1:spam       0.926
2411     1:spam     1:spam       0.926
2412     1:spam     1:spam       0.926
2413     1:spam     1:spam       0.926
2414     1:spam     1:spam       0.926
2415     1:spam     1:spam       0.926
2416     1:spam     1:spam       0.926
2417     1:spam     1:spam       0.564
2418     1:spam     1:spam       0.926
2419      2:ham      2:ham       0.989
2420     1:spam     1:spam       0.926
2421     1:spam     1:spam       0.926
2422     1:spam     1:spam       0.926
2423     1:spam     1:spam       0.926
2424     1:spam     1:spam       0.926
2425     1:spam     1:spam       0.926
2426     1:spam     1:spam       0.926
2427     1:spam     1:spam       0.926
2428     1:spam     1:spam       0.926
2429      2:ham      2:ham       0.999
2430     1:spam      2:ham   +   0.691
2431     1:spam     1:spam       0.926
2432      2:ham      2:ham       0.911
2433     1:spam     1:spam       0.926
2434     1:spam     1:spam       0.926
2435     1:spam     1:spam       0.926
2436     1:spam     1:spam       0.926
2437     1:spam      2:ham   +   0.691
2438     1:spam     1:spam       0.926
2439     1:spam     1:spam       0.926
2440     1:spam     1:spam       0.926
2441     1:spam     1:spam       0.926
2442     1:spam     1:spam       0.926
2443     1:spam     1:spam       0.926
2444     1:spam     1:spam       0.926
2445      2:ham     1:spam   +   0.58
2446     1:spam     1:spam       0.926
2447     1:spam     1:spam       0.926
2448     1:spam     1:spam       0.926
2449     1:spam     1:spam       0.926
2450     1:spam     1:spam       0.926
2451     1:spam     1:spam       0.926
2452     1:spam     1:spam       0.926
2453     1:spam     1:spam       0.926
2454      2:ham      2:ham       0.911
2455     1:spam     1:spam       0.926
2456     1:spam     1:spam       0.926
2457     1:spam     1:spam       0.926
2458     1:spam     1:spam       0.926
2459     1:spam     1:spam       0.926
2460      2:ham      2:ham       0.989
2461     1:spam     1:spam       0.926
2462     1:spam     1:spam       0.926
2463     1:spam     1:spam       0.926
2464     1:spam     1:spam       0.926
2465     1:spam     1:spam       0.926
2466     1:spam     1:spam       0.926
2467     1:spam     1:spam       0.926
2468      2:ham      2:ham       0.911
2469     1:spam     1:spam       0.926
2470     1:spam     1:spam       0.926
2471     1:spam     1:spam       0.926
2472     1:spam     1:spam       0.926
2473     1:spam     1:spam       0.926
2474     1:spam     1:spam       0.926
2475     1:spam     1:spam       0.926
2476     1:spam     1:spam       0.926
2477     1:spam     1:spam       0.926
2478     1:spam     1:spam       0.926
2479     1:spam     1:spam       0.926
2480     1:spam     1:spam       0.926
2481     1:spam     1:spam       0.926
2482     1:spam     1:spam       0.926
2483     1:spam     1:spam       0.926
2484     1:spam     1:spam       0.926
2485     1:spam     1:spam       0.926
2486     1:spam     1:spam       0.926
2487     1:spam     1:spam       0.926
2488     1:spam     1:spam       0.926
2489     1:spam     1:spam       0.926
2490     1:spam     1:spam       0.926
2491     1:spam     1:spam       0.926
2492     1:spam     1:spam       0.926
2493     1:spam     1:spam       0.926
2494     1:spam     1:spam       0.926
2495     1:spam     1:spam       0.926
2496     1:spam     1:spam       0.926
2497     1:spam     1:spam       0.926
2498     1:spam     1:spam       0.926
2499     1:spam     1:spam       0.926
2500     1:spam     1:spam       0.926
2501      2:ham     1:spam   +   0.926
2502     1:spam     1:spam       0.926
2503     1:spam     1:spam       0.926
2504     1:spam     1:spam       0.926
2505     1:spam     1:spam       0.926
2506     1:spam     1:spam       0.926
2507      2:ham      2:ham       0.824
2508     1:spam     1:spam       0.926
2509     1:spam     1:spam       0.926
2510     1:spam     1:spam       0.926
2511     1:spam     1:spam       0.926
2512     1:spam     1:spam       0.564
2513     1:spam     1:spam       0.926
2514      2:ham      2:ham       0.824
2515     1:spam     1:spam       0.926
2516     1:spam     1:spam       0.926
2517     1:spam     1:spam       0.926
2518     1:spam     1:spam       0.926
2519     1:spam     1:spam       0.926
2520     1:spam     1:spam       0.926
2521      2:ham      2:ham       0.815
2522      2:ham     1:spam   +   0.58
2523     1:spam     1:spam       0.926
2524     1:spam     1:spam       0.926
2525     1:spam     1:spam       0.926
2526     1:spam     1:spam       0.926
2527      2:ham      2:ham       0.815
2528     1:spam     1:spam       0.926
2529     1:spam     1:spam       0.926
2530      2:ham     1:spam   +   0.591
2531     1:spam     1:spam       0.926
2532     1:spam     1:spam       0.926
2533     1:spam     1:spam       0.926
2534     1:spam     1:spam       0.677
2535     1:spam     1:spam       0.926
2536     1:spam     1:spam       0.926
2537      2:ham      2:ham       0.964
2538      2:ham      2:ham       0.824
2539      2:ham      2:ham       0.824
2540      2:ham      2:ham       0.824
2541      2:ham      2:ham       0.824
2542      2:ham      2:ham       0.939
2543     1:spam     1:spam       0.926
2544     1:spam     1:spam       0.926
2545     1:spam     1:spam       0.926
2546     1:spam     1:spam       0.926
2547      2:ham      2:ham       1
2548     1:spam     1:spam       0.926
2549     1:spam     1:spam       0.926
2550     1:spam     1:spam       0.926
2551     1:spam     1:spam       0.926
2552      2:ham      2:ham       0.824
2553      2:ham      2:ham       0.815
2554     1:spam     1:spam       0.926
2555     1:spam     1:spam       0.926
2556     1:spam     1:spam       0.926
2557     1:spam     1:spam       0.926
2558      2:ham      2:ham       0.691
2559     1:spam     1:spam       0.58
2560     1:spam     1:spam       0.926
2561     1:spam     1:spam       0.926
2562     1:spam     1:spam       0.926
2563     1:spam     1:spam       0.926
2564     1:spam     1:spam       0.926
2565     1:spam     1:spam       0.926
2566      2:ham     1:spam   +   0.926
2567     1:spam     1:spam       0.926
2568     1:spam     1:spam       0.926
2569     1:spam     1:spam       0.926
2570     1:spam     1:spam       0.926
2571     1:spam     1:spam       0.926
2572     1:spam     1:spam       0.926
2573     1:spam     1:spam       0.926
2574     1:spam     1:spam       0.926
2575     1:spam     1:spam       0.926
2576      2:ham      2:ham       0.911
2577     1:spam     1:spam       0.926
2578      2:ham      2:ham       0.939
2579     1:spam     1:spam       0.926
2580     1:spam     1:spam       0.926
2581     1:spam     1:spam       0.564
2582      2:ham      2:ham       0.989
2583     1:spam     1:spam       0.926
2584     1:spam     1:spam       0.926
2585     1:spam     1:spam       0.926
2586      2:ham      2:ham       0.989
2587     1:spam     1:spam       0.926
2588      2:ham     1:spam   +   0.926
2589      2:ham     1:spam   +   0.58
2590     1:spam     1:spam       0.926
2591     1:spam     1:spam       0.926
2592     1:spam     1:spam       0.926
2593      2:ham      2:ham       0.824
2594     1:spam     1:spam       0.926
2595      2:ham     1:spam   +   0.926
2596      2:ham      2:ham       0.824
2597     1:spam     1:spam       0.926
2598     1:spam     1:spam       0.926
2599     1:spam     1:spam       0.926
2600     1:spam     1:spam       0.926
2601     1:spam     1:spam       0.926
2602     1:spam     1:spam       0.926
2603     1:spam     1:spam       0.926
2604     1:spam     1:spam       0.926
2605     1:spam     1:spam       0.926
2606     1:spam     1:spam       0.926
2607     1:spam     1:spam       0.926
2608     1:spam     1:spam       0.926
2609     1:spam     1:spam       0.926
2610     1:spam     1:spam       0.926
2611     1:spam     1:spam       0.926
2612     1:spam     1:spam       0.926
2613     1:spam     1:spam       0.926
2614     1:spam     1:spam       0.926
2615     1:spam     1:spam       0.926
2616     1:spam     1:spam       0.926
2617     1:spam     1:spam       0.926
2618     1:spam     1:spam       0.926
2619     1:spam     1:spam       0.926
2620     1:spam     1:spam       0.926
2621     1:spam     1:spam       0.926
2622     1:spam     1:spam       0.926
2623     1:spam     1:spam       0.926
2624      2:ham      2:ham       0.768
2625     1:spam     1:spam       0.926
2626     1:spam     1:spam       0.926
2627     1:spam     1:spam       0.926
2628     1:spam     1:spam       0.926
2629     1:spam     1:spam       0.926
2630     1:spam     1:spam       0.926
2631     1:spam     1:spam       0.926
2632     1:spam     1:spam       0.926
2633      2:ham      2:ham       0.824
2634     1:spam     1:spam       0.926
2635      2:ham      2:ham       0.943
2636     1:spam     1:spam       0.926
2637     1:spam     1:spam       0.926
2638      2:ham      2:ham       0.824
2639      2:ham      2:ham       0.824
2640     1:spam     1:spam       0.926
2641     1:spam     1:spam       0.926
2642      2:ham      2:ham       0.989
2643      2:ham      2:ham       0.968
2644      2:ham      2:ham       0.989
2645     1:spam     1:spam       0.926
2646      2:ham      2:ham       0.815
2647     1:spam     1:spam       0.926
2648     1:spam     1:spam       0.926
2649     1:spam     1:spam       0.926
2650      2:ham      2:ham       0.989
2651     1:spam     1:spam       0.926
2652     1:spam     1:spam       0.926
2653     1:spam     1:spam       0.926
2654      2:ham      2:ham       0.989
2655     1:spam     1:spam       0.677
2656     1:spam     1:spam       0.926
2657     1:spam     1:spam       0.926
2658     1:spam     1:spam       0.926
2659     1:spam     1:spam       0.926
2660      2:ham      2:ham       0.911
2661     1:spam     1:spam       0.926
2662     1:spam     1:spam       0.926
2663     1:spam     1:spam       0.926
2664      2:ham      2:ham       0.824
2665      2:ham      2:ham       0.911
2666     1:spam     1:spam       0.926
2667     1:spam     1:spam       0.926
2668     1:spam     1:spam       0.926
2669      2:ham      2:ham       1
2670     1:spam     1:spam       0.926
2671     1:spam     1:spam       0.926
2672      2:ham      2:ham       0.997
2673      2:ham      2:ham       0.997
2674     1:spam     1:spam       0.926
2675     1:spam     1:spam       0.926
2676     1:spam     1:spam       0.926
2677     1:spam     1:spam       0.926
2678     1:spam     1:spam       0.926
2679      2:ham      2:ham       0.997
2680      2:ham      2:ham       0.943
2681     1:spam     1:spam       0.926
2682     1:spam     1:spam       0.926
2683      2:ham      2:ham       0.989
2684     1:spam     1:spam       0.926
2685     1:spam     1:spam       0.926
2686     1:spam     1:spam       0.926
2687     1:spam     1:spam       0.926
2688     1:spam     1:spam       0.926
2689     1:spam     1:spam       0.926
2690      2:ham      2:ham       0.768
2691     1:spam     1:spam       0.926
2692     1:spam     1:spam       0.677
2693     1:spam     1:spam       0.926
2694     1:spam     1:spam       0.926
2695     1:spam     1:spam       0.926
2696      2:ham      2:ham       0.824
2697      2:ham      2:ham       0.989
2698      2:ham      2:ham       0.993
2699     1:spam     1:spam       0.926
2700     1:spam     1:spam       0.926
2701     1:spam     1:spam       0.926
2702     1:spam     1:spam       0.926
2703     1:spam     1:spam       0.926
2704     1:spam     1:spam       0.926
2705     1:spam     1:spam       0.926
2706     1:spam     1:spam       0.926
2707     1:spam     1:spam       0.926
2708     1:spam     1:spam       0.926
2709     1:spam     1:spam       0.926
2710      2:ham      2:ham       0.999
2711     1:spam     1:spam       0.926
2712      2:ham      2:ham       1
2713     1:spam     1:spam       0.58
2714     1:spam     1:spam       0.926
2715     1:spam     1:spam       0.926
2716     1:spam     1:spam       0.926
2717     1:spam     1:spam       0.926
2718      2:ham     1:spam   +   0.706
2719      2:ham      2:ham       1
2720     1:spam     1:spam       0.926
2721     1:spam     1:spam       0.926
2722      2:ham      2:ham       0.899
2723     1:spam     1:spam       0.926
2724     1:spam     1:spam       0.926
2725     1:spam     1:spam       0.926
2726     1:spam     1:spam       0.926
2727      2:ham      2:ham       0.815
2728      2:ham      2:ham       0.993
2729      2:ham      2:ham       0.998
2730     1:spam     1:spam       0.926
2731      2:ham      2:ham       0.988
2732     1:spam     1:spam       0.926
2733      2:ham      2:ham       0.825
2734      2:ham      2:ham       0.993
2735     1:spam     1:spam       0.926
